Collecton Name,Request Name,Method,Url,Status,Code,Response Time,Response Size,Executed,Failed,Skippped,Request Body,Response Body
New Collection,New Request 32,GET,https://api.instantwebtools.net/v1/airlines/5,OK,200,284,283,,,,,"{
    ""id"": 5,
    ""name"": ""Sri Lankan Airways 667"",
    ""country"": ""Sri Lanka"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/sri_lanka.png"",
    ""slogan"": ""From Sri Lanka"",
    ""head_quaters"": ""Katunayake, Sri Lanka"",
    ""website"": ""www.srilankaairways.com"",
    ""established"": ""1990""
}"
New Collection,New Request 33,GET,https://api.instantwebtools.net/v1/airlines/6,OK,200,286,265,,,,,"{
    ""id"": 6,
    ""name"": ""New Linkers Airways"",
    ""country"": ""Wakanda"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/sri_lanka.png"",
    ""slogan"": ""From Wakanda"",
    ""head_quaters"": ""Forest Base"",
    ""website"": ""www.wakandalinkers.com"",
    ""established"": ""2023""
}"
New Collection,New Request 34,GET,https://api.instantwebtools.net/v1/airlines/7,OK,200,288,283,,,,,"{
    ""id"": 7,
    ""name"": ""Sri Lankan Airways 667"",
    ""country"": ""Sri Lanka"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/sri_lanka.png"",
    ""slogan"": ""From Sri Lanka"",
    ""head_quaters"": ""Katunayake, Sri Lanka"",
    ""website"": ""www.srilankaairways.com"",
    ""established"": ""1990""
}"
New Collection,New Request 35,GET,https://api.instantwebtools.net/v1/airlines/8,OK,200,285,283,,,,,"{
    ""id"": 8,
    ""name"": ""Sri Lankan Airways 667"",
    ""country"": ""Sri Lanka"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/sri_lanka.png"",
    ""slogan"": ""From Sri Lanka"",
    ""head_quaters"": ""Katunayake, Sri Lanka"",
    ""website"": ""www.srilankaairways.com"",
    ""established"": ""1990""
}"
New Collection,New Request 36,GET,https://api.instantwebtools.net/v1/airlines/9,OK,200,284,283,,,,,"{
    ""id"": 9,
    ""name"": ""Sri Lankan Airways 667"",
    ""country"": ""Sri Lanka"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/sri_lanka.png"",
    ""slogan"": ""From Sri Lanka"",
    ""head_quaters"": ""Katunayake, Sri Lanka"",
    ""website"": ""www.srilankaairways.com"",
    ""established"": ""1990""
}"
New Collection,New Request 37,GET,https://api.instantwebtools.net/v1/airlines/10,OK,200,307,284,,,,,"{
    ""id"": 10,
    ""name"": ""Sri Lankan Airways 667"",
    ""country"": ""Sri Lanka"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/sri_lanka.png"",
    ""slogan"": ""From Sri Lanka"",
    ""head_quaters"": ""Katunayake, Sri Lanka"",
    ""website"": ""www.srilankaairways.com"",
    ""established"": ""1990""
}"
New Collection,New Request 38,GET,https://api.instantwebtools.net/v1/airlines/2,OK,200,286,296,,,,,"{
    ""id"": 2,
    ""name"": ""Air India"",
    ""country"": ""India"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/e/e3/Air_India_Logo.svg/250px-Air_India_Logo.svg.png"",
    ""slogan"": ""Your Palace in the Sky"",
    ""head_quaters"": ""Airlines House, New Delhi, India"",
    ""website"": ""https://www.airindia.in"",
    ""established"": ""1990""
}"
New Collection,New Request 39,GET,https://api.instantwebtools.net/v1/airlines/3,OK,200,283,280,,,,,"{
    ""id"": 3,
    ""name"": ""Las Vegas"",
    ""country"": ""America"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/e/e3/Air_India_Logo.svg/250px-Air_India_Logo.svg.png"",
    ""slogan"": ""world “is at your feet"",
    ""head_quaters"": ""Tony Montana"",
    ""website"": ""https://www.airindia.in"",
    ""established"": ""1991""
}"
New Collection,New Request 40,GET,https://api.instantwebtools.net/v1/airlines/4,OK,200,283,226,,,,,"{
    ""id"": 4,
    ""name"": ""munikk"",
    ""country"": ""au"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/hyd.png"",
    ""slogan"": ""From au"",
    ""head_quaters"": ""kp, au"",
    ""website"": ""www.auairways.com"",
    ""established"": ""2012""
}"
New Collection,New Request 41,GET,https://api.instantwebtools.net/v1/airlines/5,OK,200,283,283,,,,,"{
    ""id"": 5,
    ""name"": ""Sri Lankan Airways 667"",
    ""country"": ""Sri Lanka"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/sri_lanka.png"",
    ""slogan"": ""From Sri Lanka"",
    ""head_quaters"": ""Katunayake, Sri Lanka"",
    ""website"": ""www.srilankaairways.com"",
    ""established"": ""1990""
}"
New Collection,New Request 42,GET,https://api.instantwebtools.net/v1/airlines/6,OK,200,287,265,,,,,"{
    ""id"": 6,
    ""name"": ""New Linkers Airways"",
    ""country"": ""Wakanda"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/sri_lanka.png"",
    ""slogan"": ""From Wakanda"",
    ""head_quaters"": ""Forest Base"",
    ""website"": ""www.wakandalinkers.com"",
    ""established"": ""2023""
}"
New Collection,New Request 43,GET,https://api.instantwebtools.net/v1/airlines/7,OK,200,282,283,,,,,"{
    ""id"": 7,
    ""name"": ""Sri Lankan Airways 667"",
    ""country"": ""Sri Lanka"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/sri_lanka.png"",
    ""slogan"": ""From Sri Lanka"",
    ""head_quaters"": ""Katunayake, Sri Lanka"",
    ""website"": ""www.srilankaairways.com"",
    ""established"": ""1990""
}"
New Collection,New Request 44,GET,https://api.instantwebtools.net/v1/airlines/8,OK,200,284,283,,,,,"{
    ""id"": 8,
    ""name"": ""Sri Lankan Airways 667"",
    ""country"": ""Sri Lanka"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/sri_lanka.png"",
    ""slogan"": ""From Sri Lanka"",
    ""head_quaters"": ""Katunayake, Sri Lanka"",
    ""website"": ""www.srilankaairways.com"",
    ""established"": ""1990""
}"
New Collection,New Request 45,GET,https://api.instantwebtools.net/v1/airlines/9,OK,200,284,283,,,,,"{
    ""id"": 9,
    ""name"": ""Sri Lankan Airways 667"",
    ""country"": ""Sri Lanka"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/sri_lanka.png"",
    ""slogan"": ""From Sri Lanka"",
    ""head_quaters"": ""Katunayake, Sri Lanka"",
    ""website"": ""www.srilankaairways.com"",
    ""established"": ""1990""
}"
New Collection,New Request 46,GET,https://api.instantwebtools.net/v1/airlines/10,OK,200,285,284,,,,,"{
    ""id"": 10,
    ""name"": ""Sri Lankan Airways 667"",
    ""country"": ""Sri Lanka"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/sri_lanka.png"",
    ""slogan"": ""From Sri Lanka"",
    ""head_quaters"": ""Katunayake, Sri Lanka"",
    ""website"": ""www.srilankaairways.com"",
    ""established"": ""1990""
}"
New Collection,New Request 47,GET,https://api.instantwebtools.net/v1/airlines/2,OK,200,287,296,,,,,"{
    ""id"": 2,
    ""name"": ""Air India"",
    ""country"": ""India"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/e/e3/Air_India_Logo.svg/250px-Air_India_Logo.svg.png"",
    ""slogan"": ""Your Palace in the Sky"",
    ""head_quaters"": ""Airlines House, New Delhi, India"",
    ""website"": ""https://www.airindia.in"",
    ""established"": ""1990""
}"
New Collection,New Request 48,GET,https://api.instantwebtools.net/v1/airlines/3,OK,200,287,280,,,,,"{
    ""id"": 3,
    ""name"": ""Las Vegas"",
    ""country"": ""America"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/e/e3/Air_India_Logo.svg/250px-Air_India_Logo.svg.png"",
    ""slogan"": ""world “is at your feet"",
    ""head_quaters"": ""Tony Montana"",
    ""website"": ""https://www.airindia.in"",
    ""established"": ""1991""
}"
New Collection,New Request 49,GET,https://api.instantwebtools.net/v1/airlines/4,OK,200,288,226,,,,,"{
    ""id"": 4,
    ""name"": ""munikk"",
    ""country"": ""au"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/hyd.png"",
    ""slogan"": ""From au"",
    ""head_quaters"": ""kp, au"",
    ""website"": ""www.auairways.com"",
    ""established"": ""2012""
}"
New Collection,New Request 50,GET,https://api.instantwebtools.net/v1/airlines/5,OK,200,292,283,,,,,"{
    ""id"": 5,
    ""name"": ""Sri Lankan Airways 667"",
    ""country"": ""Sri Lanka"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/sri_lanka.png"",
    ""slogan"": ""From Sri Lanka"",
    ""head_quaters"": ""Katunayake, Sri Lanka"",
    ""website"": ""www.srilankaairways.com"",
    ""established"": ""1990""
}"
New Collection,New Request 51,GET,https://api.instantwebtools.net/v1/airlines/6,OK,200,292,265,,,,,"{
    ""id"": 6,
    ""name"": ""New Linkers Airways"",
    ""country"": ""Wakanda"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/sri_lanka.png"",
    ""slogan"": ""From Wakanda"",
    ""head_quaters"": ""Forest Base"",
    ""website"": ""www.wakandalinkers.com"",
    ""established"": ""2023""
}"
New Collection,New Request 52,GET,https://api.instantwebtools.net/v1/airlines/7,OK,200,318,283,,,,,"{
    ""id"": 7,
    ""name"": ""Sri Lankan Airways 667"",
    ""country"": ""Sri Lanka"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/sri_lanka.png"",
    ""slogan"": ""From Sri Lanka"",
    ""head_quaters"": ""Katunayake, Sri Lanka"",
    ""website"": ""www.srilankaairways.com"",
    ""established"": ""1990""
}"
New Collection,New Request 53,GET,https://api.instantwebtools.net/v1/airlines/8,OK,200,287,283,,,,,"{
    ""id"": 8,
    ""name"": ""Sri Lankan Airways 667"",
    ""country"": ""Sri Lanka"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/sri_lanka.png"",
    ""slogan"": ""From Sri Lanka"",
    ""head_quaters"": ""Katunayake, Sri Lanka"",
    ""website"": ""www.srilankaairways.com"",
    ""established"": ""1990""
}"
New Collection,New Request 54,GET,https://api.instantwebtools.net/v1/airlines/9,OK,200,286,283,,,,,"{
    ""id"": 9,
    ""name"": ""Sri Lankan Airways 667"",
    ""country"": ""Sri Lanka"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/sri_lanka.png"",
    ""slogan"": ""From Sri Lanka"",
    ""head_quaters"": ""Katunayake, Sri Lanka"",
    ""website"": ""www.srilankaairways.com"",
    ""established"": ""1990""
}"
New Collection,New Request 55,GET,https://api.instantwebtools.net/v1/airlines/10,OK,200,291,284,,,,,"{
    ""id"": 10,
    ""name"": ""Sri Lankan Airways 667"",
    ""country"": ""Sri Lanka"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/sri_lanka.png"",
    ""slogan"": ""From Sri Lanka"",
    ""head_quaters"": ""Katunayake, Sri Lanka"",
    ""website"": ""www.srilankaairways.com"",
    ""established"": ""1990""
}"
New Collection,New Request 56,GET,https://api.instantwebtools.net/v1/airlines/2,OK,200,291,296,,,,,"{
    ""id"": 2,
    ""name"": ""Air India"",
    ""country"": ""India"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/e/e3/Air_India_Logo.svg/250px-Air_India_Logo.svg.png"",
    ""slogan"": ""Your Palace in the Sky"",
    ""head_quaters"": ""Airlines House, New Delhi, India"",
    ""website"": ""https://www.airindia.in"",
    ""established"": ""1990""
}"
New Collection,New Request 57,GET,https://api.instantwebtools.net/v1/airlines/3,OK,200,287,280,,,,,"{
    ""id"": 3,
    ""name"": ""Las Vegas"",
    ""country"": ""America"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/e/e3/Air_India_Logo.svg/250px-Air_India_Logo.svg.png"",
    ""slogan"": ""world “is at your feet"",
    ""head_quaters"": ""Tony Montana"",
    ""website"": ""https://www.airindia.in"",
    ""established"": ""1991""
}"
New Collection,New Request 58,GET,https://api.instantwebtools.net/v1/airlines/4,OK,200,285,226,,,,,"{
    ""id"": 4,
    ""name"": ""munikk"",
    ""country"": ""au"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/hyd.png"",
    ""slogan"": ""From au"",
    ""head_quaters"": ""kp, au"",
    ""website"": ""www.auairways.com"",
    ""established"": ""2012""
}"
New Collection,New Request 59,GET,https://api.instantwebtools.net/v1/airlines/5,OK,200,282,283,,,,,"{
    ""id"": 5,
    ""name"": ""Sri Lankan Airways 667"",
    ""country"": ""Sri Lanka"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/sri_lanka.png"",
    ""slogan"": ""From Sri Lanka"",
    ""head_quaters"": ""Katunayake, Sri Lanka"",
    ""website"": ""www.srilankaairways.com"",
    ""established"": ""1990""
}"
New Collection,New Request 60,GET,https://api.instantwebtools.net/v1/airlines/6,OK,200,284,265,,,,,"{
    ""id"": 6,
    ""name"": ""New Linkers Airways"",
    ""country"": ""Wakanda"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/sri_lanka.png"",
    ""slogan"": ""From Wakanda"",
    ""head_quaters"": ""Forest Base"",
    ""website"": ""www.wakandalinkers.com"",
    ""established"": ""2023""
}"
New Collection,New Request 61,GET,https://api.instantwebtools.net/v1/airlines/7,OK,200,291,283,,,,,"{
    ""id"": 7,
    ""name"": ""Sri Lankan Airways 667"",
    ""country"": ""Sri Lanka"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/sri_lanka.png"",
    ""slogan"": ""From Sri Lanka"",
    ""head_quaters"": ""Katunayake, Sri Lanka"",
    ""website"": ""www.srilankaairways.com"",
    ""established"": ""1990""
}"
New Collection,New Request 62,GET,https://api.instantwebtools.net/v1/airlines/8,OK,200,290,283,,,,,"{
    ""id"": 8,
    ""name"": ""Sri Lankan Airways 667"",
    ""country"": ""Sri Lanka"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/sri_lanka.png"",
    ""slogan"": ""From Sri Lanka"",
    ""head_quaters"": ""Katunayake, Sri Lanka"",
    ""website"": ""www.srilankaairways.com"",
    ""established"": ""1990""
}"
New Collection,New Request 63,GET,https://api.instantwebtools.net/v1/airlines/9,OK,200,285,283,,,,,"{
    ""id"": 9,
    ""name"": ""Sri Lankan Airways 667"",
    ""country"": ""Sri Lanka"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/sri_lanka.png"",
    ""slogan"": ""From Sri Lanka"",
    ""head_quaters"": ""Katunayake, Sri Lanka"",
    ""website"": ""www.srilankaairways.com"",
    ""established"": ""1990""
}"